Kod;Proces;Warstwa;Grupa;Tory (role);Wlasciciel;Komorka;Aktywa AI;Systemy;Dane medyczne;BPMN;PNG;PDF
W5.10;Transport pomocniczy i gospodarka pojazdami niemedycznymi;Wspierający;W5. Infrastruktura techniczna i media;Dział Techniczny;DT;DI.DT;;;Nie;3_Wspierajacy_W/W5_Infrastruktura-techniczna-i-media/W5.10__Transport-pomocniczy-i-gospodarka-pojazdami-niemed.bpmn;3_Wspierajacy_W/W5_Infrastruktura-techniczna-i-media/W5.10__Transport-pomocniczy-i-gospodarka-pojazdami-niemed.png;3_Wspierajacy_W/W5_Infrastruktura-techniczna-i-media/W5.10__Transport-pomocniczy-i-gospodarka-pojazdami-niemed.pdf
W5.11;Ochrona fizyczna obiektów;Wspierający;W5. Infrastruktura techniczna i media;Dział Techniczny / Służba ochrony;DT;DI.DT;;;Nie;3_Wspierajacy_W/W5_Infrastruktura-techniczna-i-media/W5.11__Ochrona-fizyczna-obiektow.bpmn;3_Wspierajacy_W/W5_Infrastruktura-techniczna-i-media/W5.11__Ochrona-fizyczna-obiektow.png;3_Wspierajacy_W/W5_Infrastruktura-techniczna-i-media/W5.11__Ochrona-fizyczna-obiektow.pdf
W6.01;Zarządzanie dokumentacją wewnętrzną (regulaminy, zarządzenia, instrukcje);Wspierający;W6. Sprawy organizacyjno-prawne;Komórka inicjująca / Dział Organizacyjno-Prawny / Zarząd;DOP;K.DOP;AI-61;AW-S21;Nie;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.01__Zarzadzanie-dokumentacja-wewnetrzna-regulaminy-zar.bpmn;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.01__Zarzadzanie-dokumentacja-wewnetrzna-regulaminy-zar.png;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.01__Zarzadzanie-dokumentacja-wewnetrzna-regulaminy-zar.pdf
W6.02;Obsługa kancelaryjna - korespondencja przychodząca i wychodząca;Wspierający;W6. Sprawy organizacyjno-prawne;Dział Organizacyjno-Prawny / Komórka merytoryczna;DOP;K.DOP;;;Nie;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.02__Obsluga-kancelaryjna-korespondencja-przychodzaca-i.bpmn;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.02__Obsluga-kancelaryjna-korespondencja-przychodzaca-i.png;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.02__Obsluga-kancelaryjna-korespondencja-przychodzaca-i.pdf
W6.03;Prowadzenie rejestrów wewnętrznych Spółki;Wspierający;W6. Sprawy organizacyjno-prawne;Dział Organizacyjno-Prawny;DOP;K.DOP;;;Nie;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.03__Prowadzenie-rejestrow-wewnetrznych-Spolki.bpmn;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.03__Prowadzenie-rejestrow-wewnetrznych-Spolki.png;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.03__Prowadzenie-rejestrow-wewnetrznych-Spolki.pdf
W6.04;Archiwum zakładowe (dokumenty niemedyczne);Wspierający;W6. Sprawy organizacyjno-prawne;Komórka przekazująca / Dział Organizacyjno-Prawny;DOP;K.DOP;;;Nie;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.04__Archiwum-zakladowe-dokumenty-niemedyczne.bpmn;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.04__Archiwum-zakladowe-dokumenty-niemedyczne.png;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.04__Archiwum-zakladowe-dokumenty-niemedyczne.pdf
W6.05;Obsługa spraw korporacyjnych (KRS, BIP, walne);Wspierający;W6. Sprawy organizacyjno-prawne;Dział Organizacyjno-Prawny / Radca prawny / Zarząd;DOP / RP;K.DOP, RP;;;Nie;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.05__Obsluga-spraw-korporacyjnych-KRS-BIP-walne.bpmn;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.05__Obsluga-spraw-korporacyjnych-KRS-BIP-walne.png;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.05__Obsluga-spraw-korporacyjnych-KRS-BIP-walne.pdf
W6.06;Obsługa wniosków o informację publiczną (UDIP);Wspierający;W6. Sprawy organizacyjno-prawne;Wnioskodawca / Dział Organizacyjno-Prawny;DOP;K.DOP;;;Nie;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.06__Obsluga-wnioskow-o-informacje-publiczna-UDIP.bpmn;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.06__Obsluga-wnioskow-o-informacje-publiczna-UDIP.png;3_Wspierajacy_W/W6_Sprawy-organizacyjno-prawne/W6.06__Obsluga-wnioskow-o-informacje-publiczna-UDIP.pdf
W7.01;Ocena ryzyka zawodowego na stanowiskach pracy;Wspierający;W7. BHP, P-POŻ i sprawy obronne;Kierownicy komórek / Stanowisko BHP;BHP;BHP;;;Nie;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.01__Ocena-ryzyka-zawodowego-na-stanowiskach-pracy.bpmn;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.01__Ocena-ryzyka-zawodowego-na-stanowiskach-pracy.png;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.01__Ocena-ryzyka-zawodowego-na-stanowiskach-pracy.pdf
W7.02;Postępowania powypadkowe i rejestr wypadków;Wspierający;W7. BHP, P-POŻ i sprawy obronne;Poszkodowany / Kierownik / Stanowisko BHP / Zespół powypadkowy;BHP;BHP;;;Tak;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.02__Postepowania-powypadkowe-i-rejestr-wypadkow.bpmn;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.02__Postepowania-powypadkowe-i-rejestr-wypadkow.png;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.02__Postepowania-powypadkowe-i-rejestr-wypadkow.pdf
W7.03;Szkolenia BHP (wstępne i okresowe);Wspierający;W7. BHP, P-POŻ i sprawy obronne;Stanowisko BHP / Dział Personalno-Płacowy / Pracownik;BHP / DPP;BHP, K.DPP;;;Nie;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.03__Szkolenia-BHP-wstepne-i-okresowe.bpmn;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.03__Szkolenia-BHP-wstepne-i-okresowe.png;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.03__Szkolenia-BHP-wstepne-i-okresowe.pdf
W7.04;Środki ochrony indywidualnej - zapewnienie;Wspierający;W7. BHP, P-POŻ i sprawy obronne;Komórka / Stanowisko BHP / Dział Zamówień Publicznych;BHP / DZP;BHP, DZP;;;Nie;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.04__Srodki-ochrony-indywidualnej-zapewnienie.bpmn;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.04__Srodki-ochrony-indywidualnej-zapewnienie.png;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.04__Srodki-ochrony-indywidualnej-zapewnienie.pdf
W7.05;Plany ewakuacji i procedury P-POŻ;Wspierający;W7. BHP, P-POŻ i sprawy obronne;Stanowisko P-POŻ / Zarząd;P-POŻ;P-POŻ;;;Nie;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.05__Plany-ewakuacji-i-procedury-P-POZ.bpmn;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.05__Plany-ewakuacji-i-procedury-P-POZ.png;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.05__Plany-ewakuacji-i-procedury-P-POZ.pdf
W7.06;Przeglądy sprzętu i instalacji P-POŻ;Wspierający;W7. BHP, P-POŻ i sprawy obronne;Stanowisko P-POŻ / Dział Techniczny;P-POŻ / DT;P-POŻ, DI.DT;;;Nie;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.06__Przeglady-sprzetu-i-instalacji-P-POZ.bpmn;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.06__Przeglady-sprzetu-i-instalacji-P-POZ.png;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.06__Przeglady-sprzetu-i-instalacji-P-POZ.pdf
W7.07;Szkolenia i ćwiczenia P-POŻ;Wspierający;W7. BHP, P-POŻ i sprawy obronne;Stanowisko P-POŻ / Personel;P-POŻ;P-POŻ;;;Nie;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.07__Szkolenia-i-cwiczenia-P-POZ.bpmn;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.07__Szkolenia-i-cwiczenia-P-POZ.png;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.07__Szkolenia-i-cwiczenia-P-POZ.pdf
W7.08;Sprawy obronne - planowanie OC i MOB;Wspierający;W7. BHP, P-POŻ i sprawy obronne;Stanowisko ds. Obronnych / Zarząd;OBR;OBR;;;Nie;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.08__Sprawy-obronne-planowanie-OC-i-MOB.bpmn;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.08__Sprawy-obronne-planowanie-OC-i-MOB.png;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.08__Sprawy-obronne-planowanie-OC-i-MOB.pdf
W7.09;Współpraca z organami obronnymi (WSzW, ZW Opolski);Wspierający;W7. BHP, P-POŻ i sprawy obronne;Stanowisko ds. Obronnych / Organ obronny (zewn.);OBR;OBR;;;Nie;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.09__Wspolpraca-z-organami-obronnymi-WSzW-ZW-Opolski.bpmn;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.09__Wspolpraca-z-organami-obronnymi-WSzW-ZW-Opolski.png;3_Wspierajacy_W/W7_BHP-P-POZ-i-sprawy-obronne/W7.09__Wspolpraca-z-organami-obronnymi-WSzW-ZW-Opolski.pdf
W8.01;Planowanie i programowanie inwestycji;Wspierający;W8. Inwestycje i rozwój;Dyrektor ds. Inwestycji i Rozwoju / Zarząd;Dyrektor ds. Inw. i Rozwoju;DI;;;Nie;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.01__Planowanie-i-programowanie-inwestycji.bpmn;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.01__Planowanie-i-programowanie-inwestycji.png;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.01__Planowanie-i-programowanie-inwestycji.pdf
W8.02;Realizacja projektów inwestycyjnych (CapEx);Wspierający;W8. Inwestycje i rozwój;Dyrektor ds. Inwestycji i Rozwoju / Dział Zamówień Publicznych / Wykonawca;Dyrektor ds. Inw. i Rozwoju;DI;;;Nie;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.02__Realizacja-projektow-inwestycyjnych-CapEx.bpmn;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.02__Realizacja-projektow-inwestycyjnych-CapEx.png;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.02__Realizacja-projektow-inwestycyjnych-CapEx.pdf
W8.03;Pozyskiwanie środków zewnętrznych (UE, dotacje, MZ);Wspierający;W8. Inwestycje i rozwój;Dyrektor ds. Inwestycji i Rozwoju / Instytucja finansująca;Dyrektor ds. Inw. i Rozwoju;DI;;;Nie;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.03__Pozyskiwanie-srodkow-zewnetrznych-UE-dotacje-MZ.bpmn;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.03__Pozyskiwanie-srodkow-zewnetrznych-UE-dotacje-MZ.png;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.03__Pozyskiwanie-srodkow-zewnetrznych-UE-dotacje-MZ.pdf
W8.04;Rozliczanie projektów dotacyjnych;Wspierający;W8. Inwestycje i rozwój;Dyrektor ds. Inwestycji i Rozwoju / Dział Finansowo-Księgowy / Instytucja finansująca;DI / DFK;DI, K.DFK;;;Nie;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.04__Rozliczanie-projektow-dotacyjnych.bpmn;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.04__Rozliczanie-projektow-dotacyjnych.png;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.04__Rozliczanie-projektow-dotacyjnych.pdf
W8.05;Rozwój oferty usług medycznych (nowe świadczenia, oddziały);Wspierający;W8. Inwestycje i rozwój;Dyrektor ds. Inwestycji i Rozwoju / Dyrektor ds. Lecznictwa / Zarząd;DI / DM / Zarząd;DI, DM, Z;;;Nie;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.05__Rozwoj-oferty-uslug-medycznych-nowe-swiadczenia-od.bpmn;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.05__Rozwoj-oferty-uslug-medycznych-nowe-swiadczenia-od.png;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.05__Rozwoj-oferty-uslug-medycznych-nowe-swiadczenia-od.pdf
W8.06;Współpraca naukowo-kliniczna (oddziały kliniczne);Wspierający;W8. Inwestycje i rozwój;Dyrektor ds. Lecznictwa / Dyrektor ds. Inwestycji i Rozwoju / Partner naukowy;DM / DI;DM, DI;;;Nie;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.06__Wspolpraca-naukowo-kliniczna-oddzialy-kliniczne.bpmn;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.06__Wspolpraca-naukowo-kliniczna-oddzialy-kliniczne.png;3_Wspierajacy_W/W8_Inwestycje-i-rozwoj/W8.06__Wspolpraca-naukowo-kliniczna-oddzialy-kliniczne.pdf
W9.01;Obsługa skarg, wniosków i reklamacji pacjentów;Wspierający;W9. Komunikacja i obsługa pacjenta nieklinicznego;Pacjent / Pełnomocnik ds. Praw Pacjenta / Komórka merytoryczna;PPP / DOP;PPP, K.DOP;;;Nie;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.01__Obsluga-skarg-wnioskow-i-reklamacji-pacjentow.bpmn;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.01__Obsluga-skarg-wnioskow-i-reklamacji-pacjentow.png;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.01__Obsluga-skarg-wnioskow-i-reklamacji-pacjentow.pdf
W9.02;Edukacja w zakresie praw pacjenta;Wspierający;W9. Komunikacja i obsługa pacjenta nieklinicznego;Pełnomocnik ds. Praw Pacjenta / Personel / Pacjenci;PPP;PPP;;;Nie;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.02__Edukacja-w-zakresie-praw-pacjenta.bpmn;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.02__Edukacja-w-zakresie-praw-pacjenta.png;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.02__Edukacja-w-zakresie-praw-pacjenta.pdf
W9.03;Audyt i poprawa dostępności (architektoniczna / inf.-komun. / cyfrowa);Wspierający;W9. Komunikacja i obsługa pacjenta nieklinicznego;Pełnomocnik ds. Dostępności / Komórki organizacyjne;PD;PD;;;Nie;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.03__Audyt-i-poprawa-dostepnosci-architektoniczna-inf-k.bpmn;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.03__Audyt-i-poprawa-dostepnosci-architektoniczna-inf-k.png;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.03__Audyt-i-poprawa-dostepnosci-architektoniczna-inf-k.pdf
W9.04;Komunikacja zewnętrzna (strona WWW, BIP, media);Wspierający;W9. Komunikacja i obsługa pacjenta nieklinicznego;Zarząd / Dział Organizacyjno-Prawny / Administratorzy IT;Zarząd / DI / DOP;Z, DI.DI, K.DOP;;;Nie;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.04__Komunikacja-zewnetrzna-strona-WWW-BIP-media.bpmn;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.04__Komunikacja-zewnetrzna-strona-WWW-BIP-media.png;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.04__Komunikacja-zewnetrzna-strona-WWW-BIP-media.pdf
W9.05;Ankiety satysfakcji pacjenta;Wspierający;W9. Komunikacja i obsługa pacjenta nieklinicznego;Pełnomocnik ds. Akredytacji / Pacjenci / Pełnomocnik ds. Praw Pacjenta;PA / PPP;PA, PPP;;;Nie;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.05__Ankiety-satysfakcji-pacjenta.bpmn;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.05__Ankiety-satysfakcji-pacjenta.png;3_Wspierajacy_W/W9_Komunikacja-i-obsluga-pacjenta-nieklinicznego/W9.05__Ankiety-satysfakcji-pacjenta.pdf
G2.07;Diagnostyka obrazowa ze wspomaganiem AI (analiza w PUI);Główny;G2. Diagnostyka obrazowa;Lekarz zlecający / Pracownia diagnostyczna / Lekarz opisujący;Lekarz radiolog / DI.DI;Pracownie RTG/TK, DI.DI;AI-13, AI-54, AI-58;AW-S03, AW-S08, AW-S11, AW-H06, AW-O06, AW-S22, AW-S23;Tak;2_Glowny_G/G2_Diagnostyka/G2.07__Diagnostyka-obrazowa-ze-wspomaganiem-AI-analiza-w.bpmn;2_Glowny_G/G2_Diagnostyka/G2.07__Diagnostyka-obrazowa-ze-wspomaganiem-AI-analiza-w.png;2_Glowny_G/G2_Diagnostyka/G2.07__Diagnostyka-obrazowa-ze-wspomaganiem-AI-analiza-w.pdf
W4.13;Monitorowanie bezpieczeństwa i obsługa SOC 24/7;Wspierający;W4. IT / cyfryzacja / cyberbezp.;SOC (zewn.) / Pełnomocnik ds. SZBI;ABS / DI.DI;DI.DI (+ dostawca SOC);AI-36, AI-51;AW-S17, AW-S18, AW-S16, AW-O05;Nie;3_Wspierajacy_W/W4_IT-cyfryzacja-cyberbezpieczenstwo/W4.13__Monitorowanie-bezpieczenstwa-i-obsluga-SOC-24-7.bpmn;3_Wspierajacy_W/W4_IT-cyfryzacja-cyberbezpieczenstwo/W4.13__Monitorowanie-bezpieczenstwa-i-obsluga-SOC-24-7.png;3_Wspierajacy_W/W4_IT-cyfryzacja-cyberbezpieczenstwo/W4.13__Monitorowanie-bezpieczenstwa-i-obsluga-SOC-24-7.pdf
W4.14;Zarządzanie podatnościami i testy bezpieczeństwa;Wspierający;W4. IT / cyfryzacja / cyberbezp.;Administratorzy IT / Pełnomocnik ds. SZBI;ABS / DI.DI;DI.DI;AI-48, AI-51;AW-S18, AW-S16;Nie;3_Wspierajacy_W/W4_IT-cyfryzacja-cyberbezpieczenstwo/W4.14__Zarzadzanie-podatnosciami-i-testy-bezpieczenstwa.bpmn;3_Wspierajacy_W/W4_IT-cyfryzacja-cyberbezpieczenstwo/W4.14__Zarzadzanie-podatnosciami-i-testy-bezpieczenstwa.png;3_Wspierajacy_W/W4_IT-cyfryzacja-cyberbezpieczenstwo/W4.14__Zarzadzanie-podatnosciami-i-testy-bezpieczenstwa.pdf
W4.15;Monitorowanie środowiska IT i HIS;Wspierający;W4. IT / cyfryzacja / cyberbezp.;Administratorzy IT;DI.DI;DI.DI;AI-51;AW-S16, AW-H01, AW-H06;Nie;3_Wspierajacy_W/W4_IT-cyfryzacja-cyberbezpieczenstwo/W4.15__Monitorowanie-srodowiska-IT-i-HIS.bpmn;3_Wspierajacy_W/W4_IT-cyfryzacja-cyberbezpieczenstwo/W4.15__Monitorowanie-srodowiska-IT-i-HIS.png;3_Wspierajacy_W/W4_IT-cyfryzacja-cyberbezpieczenstwo/W4.15__Monitorowanie-srodowiska-IT-i-HIS.pdf
G8.06;Digitalizacja dokumentacji medycznej (skan -> EDM -> P1);Główny;G8. Dokumentacja medyczna i archiwum;Sekcja Dokumentacji Medycznej / Administratorzy IT;SDM / DI.DI;DM.SDM, DI.DI;AI-05, AI-57, AI-58, AI-61;AW-S09, AW-S05, AW-S08, AW-H07, AW-S21;Tak;2_Glowny_G/G8_Dokumentacja-medyczna-i-archiwum/G8.06__Digitalizacja-dokumentacji-medycznej-skan-EDM-P1.bpmn;2_Glowny_G/G8_Dokumentacja-medyczna-i-archiwum/G8.06__Digitalizacja-dokumentacji-medycznej-skan-EDM-P1.png;2_Glowny_G/G8_Dokumentacja-medyczna-i-archiwum/G8.06__Digitalizacja-dokumentacji-medycznej-skan-EDM-P1.pdf
Z2.09;Nadzór nad systemami AI (ISO/IEC 42001);Zarządczy;Z2. Systemy zgodności (ZSZ, SZBI, Akredytacja);Pełnomocnik ds. ZSZ / Administratorzy IT / Zarząd;Pełnomocnik ds. ZSZ / PBI;PZSZ, DI.DI;AI-60, AI-53, AI-54;AW-S10, AW-H06;Tak;1_Zarzadczy_Z/Z2_Systemy-zgodnosci-ZSZ-SZBI-Akredytacja/Z2.09__Nadzor-nad-systemami-AI-ISO-IEC-42001.bpmn;1_Zarzadczy_Z/Z2_Systemy-zgodnosci-ZSZ-SZBI-Akredytacja/Z2.09__Nadzor-nad-systemami-AI-ISO-IEC-42001.png;1_Zarzadczy_Z/Z2_Systemy-zgodnosci-ZSZ-SZBI-Akredytacja/Z2.09__Nadzor-nad-systemami-AI-ISO-IEC-42001.pdf
